PackagingApparaat,Herkomst,Risicokwalificatie,Koffieboon,Panel Test,Klantretourpercentage,Registratiedatum,FillingDatumTijdEind,PackagingDatumTijdEind,FillingApparaat,Cost,Voorraadniveaus,FillingDatumTijdStart,Benuttingsgraad,GrindingDatumTijdEind,Cyclustijd,GrindingDatumTijdStart,LeverancierLevertijd,Leveranciersbeoordeling,Roosterprofiel,Klanttevredenheid,Gewichtscontrole,FillingID,Duurzaamheid Score,PackagingDatumTijdStart,Audit van Leverancier,Batchnr,CO2-Footprint,Opmerkingen,ProcessTime,Fair-Trade Score,Defectpercentage,Energieverbruik,GrindingApparaat,PackagingID,Laatste Audit,GrindingID
Packager 4,Jamaica,Kritiek,Arabica,Voldoet niet,1.26%,,2022-06-10 19:00:18.159150,2022-06-10 20:39:47.591650,Filling Machine 2,498.04,298,2022-06-10 18:50:49.832967,74.82%,2022-06-10 18:23:56.596545,3.96,2022-06-10 18:06:43,15 dagen,5.0,Medium-Donker,6,1.00 kg,2418,22,2022-06-10 20:05:31.281755,Afgekeurd,2048,8.12 kg CO2/kg,Herziening vereist,3.96 hours,22,2.05%,246.0 kWh,Grinder 2,7038,2021-10-05,5075
Packager 2,India,Laag,Arabica,Voldoet,0.63%,2021-11-25,2023-07-10 03:43:11.602215,2023-07-10 04:32:36.201537,Filling Machine 5,590.15,500,2023-07-10 03:36:25.152269,63.19%,2023-07-10 03:06:53.884992,5.8,2023-07-10 02:49:13,20 dagen,5.0,Licht,1,0.73 kg,9628,46,2023-07-10 04:18:47.642068,Goedgekeurd,2728,5.29 kg CO2/kg,Geen,5.80 hours,45,1.81%,404.0 kWh,Grinder 1,2214,2022-08-31,7259
Packager 5,Thailand,Zeer Hoog,Robusta,Voldoet,1.44%,2020-06-22,2021-10-05 16:45:38.208629,onbekend,Filling Machine 4,525.11,400,2021-10-05 16:35:59.099582,87.40%,0000-00-00 00:00:00,4.5,2021-10-05 15:17:59,16 dagen,4.0,Medium-Donker,4,0.85 kg,6573,70,2021-10-05 18:31:07.681528,Afgekeurd,2513,7.05 kg CO2/kg,Geen,4.50 hours,62,0.54%,153.0 kWh,Grinder 5,9543,2020-10-13,3626
Packager 5,Bolivia,Matig,Arabica,Voldoet,0.18%,2021-11-22,2021-05-18 18:50:35.230153,2021-05-18 19:57:22.760150,Filling Machine 2,483.29,298,2021-05-18 18:28:36.834303,91.91%,2021-05-18 17:55:56.508500,3.67,2021-05-18 17:18:59,12 dagen,2.0,Medium,6,0.84 kg,3948,37,2021-05-18 19:30:53.835684,Herziening vereist,5878,,Geen,3.67 hours,30,3.78%,369.0 kWh,Grinder 2,706,2022-10-21,2815
Packager 4,Panama,Matig,Arabica,Voldoet niet,0.29%,2021-07-17,2021-09-05 12:51:57.279778,2021-09-05 14:15:52.452264,Filling Machine 2,505.05,300,2021-09-05 12:32:34.623124,71.98%,2021-09-05 11:54:36.382238,4.88,2021-09-05 11:20:36,10 dagen,1.0,Medium-Donker,7,1.22 kg,4552,43,2021-09-05 13:40:14.127068,Afgekeurd,9084,4.90 kg CO2/kg,Geen,4.88 hours,37,1.80%,202.0 kWh,Grinder 3,9131,2021-08-17,3453
Packager 2,El Salvador,Matig,Arabica,Voldoet,0.07%,,2022-06-16 16:01:57.331193,2022-06-16 18:23:26.111579,Filling Machine 5,505.05,100,2022-06-16 15:43:30.332485,80.44%,2022-06-16 15:26:56.360151,3.75,31-02-2025 25:61:61,18 dagen,,Licht,3,,9498,40,2022-06-16 17:38:33.003222,Herziening vereist,6417,6.09 kg CO2/kg,Geen,3.75 hours,58,1.30%,296.0 kWh,Grinder 4,9694,2024-06-27,5119
Packager 4,Panama,Matig,Arabica,Voldoet niet,1.47%,2022-06-21,2021-01-17 03:42:04.737146,2021-01-17 05:05:31.067540,Filling Machine 5,544.55,400,2021-01-17 03:23:47.876998,68.26%,2021-01-17 02:39:56.576616,4.89,2021-01-17 02:20:07,13 dagen,8.0,Medium,6,1.20 kg,8492,55,2021-01-17 04:35:08.235707,Goedgekeurd,1031,6.82 kg CO2/kg,Geen,4.89 hours,5,1.95%,523.0 kWh,Grinder 1,2930,2023-01-13,2134
Packager 5,Puerto Rico,Hoog,Arabica,Voldoet,0.87%,2020-06-25,2023-06-04 19:56:59.055644,2023-06-04 21:30:34.275809,Filling Machine 2,509.99,500,2023-06-04 19:46:33.739126,69.87%,2023-06-04 19:19:05.429936,4.2,2023-06-04 18:55:08,12 dagen,5.0,Medium,1,1.10 kg,1367,71,2023-06-04 21:07:37.261751,Goedgekeurd,8836,4.15 kg CO2/kg,Geen,4.20 hours,54,3.31%,202.0 kWh,Grinder 3,6606,2021-04-14,7074
Packager 1,Ethiopië,Hoog,Excelsa,Voldoet niet,1.37%,2022-12-01,2022-09-03 11:48:44.505074,2022-09-03 13:35:07.673214,Filling Machine 3,518.71,400,2022-09-03 11:36:10.175800,76.22%,2022-09-03 10:45:04.571522,4.37,0000-00-00 00:00:00,16 dagen,4.0,Medium-Donker,4,1.01 kg,5675,58,2022-09-03 13:12:11.588959,Goedgekeurd,1233,3.85 kg CO2/kg,Geen,4.37 hours,39,1.73%,286.0 kWh,Grinder 2,2316,2023-09-15,5537
Packager 2,Kenia,Kritiek,Arabica,Voldoet,1.79%,2023-03-03,2020-08-08 02:42:47.305650,2020-08-08 04:01:05.493833,Filling Machine 2,484.98,200,0000-00-00 00:00:00,72.65%,2020-08-08 02:11:34.477692,3.7,2020-08-08 01:54:33,12 dagen,7.0,Licht,5,0.76 kg,6467,34,2020-08-08 03:19:02.325954,Herziening vereist,3110,6.01 kg CO2/kg,Geen,3.70 hours,25,2.65%,220.0 kWh,Grinder 3,9624,2024-02-18,1194
Packager 4,Zambia,Hoog,Robusta,Voldoet,1.02%,2023-09-16,2020-11-03 21:17:49.537634,2020-11-03 22:44:11.592537,Filling Machine 1,505.05,300,2020-11-03 20:55:05.784591,75.64%,2020-11-03 20:27:34.239393,3.91,2020-11-03 20:02:33,15 dagen,6.0,Medium,7,,3389,74,2020-11-03 22:08:11.467662,Herziening vereist,6481,3.26 kg CO2/kg,Geen,3.91 hours,47,1.03%,,Grinder 3,2903,2024-01-12,1722
Packager 4,Malawi,Hoog,Arabica,Voldoet niet,1.49%,2020-01-31,2021-10-26 20:12:01.099593,2021-10-26 21:28:52.564486,Filling Machine 5,483.38,298,2021-10-26 19:57:18.305078,60.27%,2021-10-26 19:33:05.494768,3.67,2021-10-26 19:21:16,9 dagen,4.0,Licht,5,0.89 kg,9664,40,2021-10-26 21:12:10.143836,Goedgekeurd,2018,4.96 kg CO2/kg,Geen,3.67 hours,39,0.92%,251.0 kWh,Grinder 3,6721,2020-10-28,3747
Packager 5,Colombia,Matig,Robusta,Voldoet,1.11%,2020-08-15,2021-01-12 04:05:23.923784,2021-01-12 04:53:39.173435,Filling Machine 5,537.31,500,2021-01-12 03:47:56.361174,64.18%,2021-01-12 03:05:43.325826,4.75,2021-01-12 02:47:27,28 dagen,5.0,Medium,6,0.90 kg,8406,73,2021-01-12 04:33:57.357770,Afgekeurd,6165,9.43 kg CO2/kg,Uitstekende kwaliteit,500 hours,82,4.04%,321.0 kWh,Grinder 2,9250,2021-04-07,2097
Packager 1,Guatemala,Laag,Robusta,Voldoet,0.32%,,2023-08-27 17:02:11.069583,2023-08-27 18:28:53.392052,Filling Machine 3,493.88,500,2023-08-27 16:46:19.567883,68.81%,2023-08-27 16:33:36.597842,3.88,onbekend,18 dagen,5.0,Medium-Donker,7,1.22 kg,6734,51,2023-08-27 18:17:13.930496,Goedgekeurd,7595,8.31 kg CO2/kg,Geen,3.88 hours,60,1.58%,244.0 kWh,Grinder 2,9953,2023-07-13,7501
Packager 2,Bolivia,Hoog,Excelsa,Voldoet,1.20%,2020-03-17,onbekend,2021-04-01 19:30:49.720636,Filling Machine 5,489.89,500,2021-04-01 18:25:10.371015,90.37%,2021-04-01 18:10:57.372175,3.8,2021-04-01 17:49:11,16 dagen,4.0,Medium,4,0.76 kg,5101,55,2021-04-01 19:08:15.992391,Goedgekeurd,6819,4.80 kg CO2/kg,Geen,3.80 hours,50,2.72%,263.0 kWh,Grinder 4,3057,2020-12-18,2563
Packager 2,Dominicaanse Republiek,Matig,Robusta,Voldoet,0.98%,2023-10-02,2021-02-18 03:21:17.886842,2021-02-18 04:37:18.900211,Filling Machine 1,523.74,400,2021-02-18 03:05:42.519430,83.39%,2021-02-18 02:52:42.492059,4.47,2021-02-18 02:34:35,13 dagen,6.0,Medium-Donker,4,0.86 kg,9232,68,2021-02-18 04:05:41.794433,Herziening vereist,4336,6.99 kg CO2/kg,Geen,4.47 hours,33,0.78%,268.0 kWh,Grinder 4,9028,2023-12-23,2320
Packager 1,Burundi,Hoog,Excelsa,Voldoet,1.28%,2020-03-25,2021-03-29 07:26:50.637607,2021-03-29 08:18:00.596948,Filling Machine 5,499.84,100,2021-03-29 07:11:47.734250,80.81%,2021-03-29 06:48:21.248120,4.0,2021-03-29 06:27:08,12 dagen,6.0,Medium-Donker,6,1.16 kg,9626,52,2021-03-29 07:42:12.368771,Goedgekeurd,6617,1.00 kg CO2/kg,Geen,4.00 hours,43,1.28%,176.0 kWh,Grinder 4,7396,2020-10-08,2539
Packager 2,Democratische Republiek Congo,Zeer Hoog,Arabica,Voldoet,0.94%,2020-08-09,2021-03-08 06:00:11.340815,2021-03-08 07:28:51.024342,Filling Machine 2,538.29,100,2021-03-08 05:53:40.871895,75.72%,2021-03-08 04:58:02.078150,4.77,2021-03-08 04:39:15,15 dagen,3.0,Medium,4,1.01 kg,1761,59,2021-03-08 07:07:08.172822,Afgekeurd,3065,1.00 kg CO2/kg,Geen,4.77 hours,53,2.46%,342.0 kWh,Grinder 3,3854,2021-04-11,2417
Packager 3,Burundi,Kritiek,Arabica,Voldoet gedeeltelijk,0.99%,2021-12-23,2020-05-12 06:04:20.414510,2020-05-12 07:01:45.481921,Filling Machine 1,501.73,300,2020-05-12 05:48:47.180887,66.99%,2020-05-12 05:33:49.306749,4.03,2020-05-12 05:12:39,16 dagen,3.0,Medium,4,1.15 kg,8154,58,2020-05-12 06:36:47.748500,Afgekeurd,6773,,Geen,4.03 hours,44,2.63%,271.0 kWh,Grinder 3,6011,2022-09-09,701
Packager 2,Ivoorkust,Laag,Robusta,Voldoet,0.95%,,2020-10-27 18:17:42.600382,2020-10-27 19:30:43.644765,Filling Machine 5,475.37,500,2020-10-27 18:06:41.377753,91.80%,2020-10-27 17:57:35.437364,3.51,2020-10-27 17:39:49,23 dagen,1.0,Medium-Donker,3,0.97 kg,9666,61,2020-10-27 19:12:42.069119,Herziening vereist,5941,,Uitstekende kwaliteit,3.51 hours,73,3.70%,240.0 kWh,Grinder 2,2966,2023-05-08,1679
Packager 5,Kenia,Matig,Excelsa,Voldoet,0.35%,2023-09-28,2022-11-23 19:01:59.009731,2022-11-23 20:22:49.707585,Filling Machine 5,505.05,300,2022-11-23 18:48:57.218460,60.35%,2022-11-23 18:21:10.767426,4.1,2022-11-23 18:04:03,16 dagen,4.0,Licht,9,1.07 kg,8334,unknown,2022-11-23 19:50:31.110466,Goedgekeurd,7918,9.21 kg CO2/kg,Geen,3.55 hours,17,1.38%,328.0 kWh,Grinder 5,7050,2024-05-21,5980
Packager 5,Zambia,Matig,Arabica,Voldoet,1.34%,2020-03-22,2020-05-29 22:01:02.917482,2020-05-29 23:19:49.405509,Filling Machine 3,500.29,200,2020-05-29 21:48:25.931360,83.61%,2020-05-29 21:17:04.650724,4.01,2020-05-29 20:51:18,11 dagen,7.0,Medium,onbekend,1.06 kg,9109,54,2020-05-29 22:39:35.267717,Goedgekeurd,8847,3.02 kg CO2/kg,Uitstekende kwaliteit,4.01 hours,25,3.48%,287.0 kWh,Grinder 2,5208,2020-07-20,9999
Packager 3,El Salvador,Laag,Arabica,Voldoet,0.45%,2021-05-14,2023-01-24 18:58:56.436745,2023-01-24 20:14:28.185414,Filling Machine 5,488.68,200,2023-01-24 18:37:53.272458,69.14%,2023-01-24 18:05:37.746262,3.77,2023-01-24 17:45:03,16 dagen,,Licht,5,1.21 kg,6104,49,2023-01-24 19:43:24.113713,Goedgekeurd,3472,3.87 kg CO2/kg,Geen,3.77 hours,51,1.82%,264.0 kWh,Grinder 2,5246,2021-09-23,6363
Packager 5,Malawi,Hoog,Arabica,Voldoet,1.59%,2022-07-17,2021-08-30 21:39:28.076687,2021-08-30 22:37:24.323855,Filling Machine 3,471.55,200,2021-08-30 21:20:51.562204,67.64%,2021-08-30 20:54:15.911904,3.43,2021-08-30 20:39:35,13 dagen,3.0,Licht,4,1.03 kg,8071,56,2021-08-30 21:51:11.075183,Goedgekeurd,3029,2.01 kg CO2/kg,Geen,3.43 hours,36,2.89%,323.0 kWh,Grinder 4,6697,2023-04-09,3424
###,El Salvador,Zeer Hoog,Liberica,Voldoet gedeeltelijk,0.65%,2023-11-30,2021-06-20 16:34:35.549199,2021-06-20 18:00:02.436637,Filling Machine 2,513.72,300,2021-06-20 16:22:36.560748,76.68%,2021-06-20 15:58:23.791230,4.27,2021-06-20 15:40:43,14 dagen,4.0,Licht,4,0.83 kg,3539,46,2021-06-20 17:22:16.560602,Afgekeurd,6969,,Geen,4.27 hours,34,1.43%,435.0 kWh,Grinder 1,2207,2024-10-18,3007
Packager 1,Ivoorkust,Hoog,Robusta,Voldoet,1.46%,2020-04-18,2020-12-07 12:46:24.959195,31-02-2025 25:61:61,Filling Machine 4,564.74,400,2020-12-07 12:30:58.985336,77.34%,2020-12-07 12:06:26.865523,4.1,2020-12-07 11:42:04,9 dagen,4.0,Medium-Donker,-3,1.14 kg,819,28,2020-12-07 14:08:49.939399,Goedgekeurd,2119,6.34 kg CO2/kg,Geen,5.29 hours,63,0.82%,342.0 kWh,Grinder 1,3539,2020-06-10,1909
Packager 4,Venezuela,Laag,Arabica,Voldoet,0.69%,2022-06-26,31-02-2025 25:61:61,2022-03-01 11:30:02.321561,Filling Machine 1,505.05,100,2022-03-01 09:33:00.759730,71.21%,2022-03-01 09:14:23.010875,3.27,2022-03-01 08:51:57,11 dagen,1.0,Medium,5,1.18 kg,9945,58,2022-03-01 10:45:34.664802,Goedgekeurd,7274,4.78 kg CO2/kg,Herziening vereist,3.27 hours,38,2.95%,???,Grinder 1,5349,2022-10-03,4495
Packager 5,El Salvador,Hoog,Arabica,Voldoet,0.71%,2021-04-06,2020-06-16 20:15:42.662773,2020-06-16 21:22:10.493718,Filling Machine 4,501.29,500,2020-06-16 19:59:02.109076,69.34%,2020-06-16 19:39:56.020015,4.03,2020-06-16 19:31:05,14 dagen,5.0,Licht,4,1.15 kg,1563,59,2020-06-16 20:47:00.896278,Herziening vereist,6439,6.08 kg CO2/kg,Geen,4.03 hours,62,1.88%,349.0 kWh,Grinder 1,8257,2021-07-16,920
Packager 1,Burundi,Matig,Robusta,Voldoet,0.68%,2021-03-31,2022-10-09 22:48:30.611113,2022-10-10 00:46:19.417174,Filling Machine 5,505.05,400,2022-10-09 22:24:52.679725,73.66%,2022-10-09 21:49:02.439591,4.19,2022-10-09 21:25:04,16 dagen,8.0,Medium,4,0.80 kg,5610,59,2022-10-10 00:09:31.393277,Herziening vereist,4631,7.47 kg CO2/kg,Geen,4.19 hours,59,1.66%,283.0 kWh,Grinder 5,3659,2021-11-25,5748
Packager 4,India,Hoog,Arabica,Voldoet,1.86%,2020-05-08,2020-09-28 16:21:29.888630,0000-00-00 00:00:00,Filling Machine 2,475.1,300,2020-09-28 15:58:45.973383,60.67%,2020-09-28 15:17:17.036168,3.5,2020-09-28 14:58:21,5 dagen,5.0,Medium,2,0.96 kg,2321,44,31-02-2025 25:61:61,Goedgekeurd,7197,3.08 kg CO2/kg,Geen,3.50 hours,69,2.63%,222.0 kWh,Grinder 5,7234,2021-03-08,0000
Packager 3,El Salvador,Laag,Excelsa,Voldoet,0.35%,2022-02-04,2021-12-12 23:15:43.775286,2021-12-13 00:55:41.752452,Filling Machine 2,484.94,100,2021-12-12 23:01:48.031627,87.90%,2021-12-12 22:24:55.650355,3.7,2021-12-12 22:06:42,9 dagen,9.0,Medium,5,1.02 kg,6587,48,2021-12-13 00:23:26.541847,Herziening vereist,1518,2.28 kg CO2/kg,Geen,-2 hours,57,0.85%,238.0 kWh,Grinder 4,8639,2022-04-28,4034
Packager 5,Madagascar,Zeer Hoog,Liberica,Voldoet,0.95%,2021-01-12,2020-03-10 14:42:29.485821,2020-03-10 16:29:14.943003,Filling Machine 5,487.63,300,2020-03-10 14:30:34.518860,76.55%,2020-03-10 14:02:19.008977,3.75,2020-03-10 13:42:42,5 dagen,7.0,Licht,7,1.04 kg,3956,39,2020-03-10 15:38:27.408400,Afgekeurd,7351,6.80 kg CO2/kg,Geen,3.75 hours,72,2.47%,176.0 kWh,Grinder 3,1257,2021-08-23,406
Packager 4,Vietnam,Zeer Hoog,Liberica,Voldoet,2.00%,2023-05-02,2020-06-10 16:15:37.110595,2020-06-10 17:58:44.836648,Filling Machine 1,516.06,298,onbekend,76.52%,2020-06-10 15:23:10.777828,4.32,2020-06-10 15:14:27,5 dagen,6.0,Medium,5,1.11 kg,3208,36,2020-06-10 17:28:06.797913,Herziening vereist,5394,6.94 kg CO2/kg,Uitstekende kwaliteit,4.32 hours,21,3.17%,290.0 kWh,Grinder 4,4940,2023-06-02,890
Packager 5,Colombia,Hoog,Robusta,Voldoet niet,1.61%,2023-10-03,2023-03-05 09:15:44.044716,2023-03-05 10:48:46.917539,Filling Machine 2,455.85,300,2023-03-05 09:03:35.425921,66.98%,2023-03-05 08:30:57.782713,3.12,2023-03-05 08:11:26,15 dagen,3.0,Medium,3,0.81 kg,1096,0,2023-03-05 10:19:27.477844,Afgekeurd,7501,6.58 kg CO2/kg,Geen,3.12 hours,32,1.49%,158.0 kWh,Grinder 2,5197,2024-09-11,6578
Packager 4,Myanmar,Zeer Hoog,Arabica,Voldoet,0.64%,,2022-01-02 14:45:50.449525,2022-01-02 16:24:08.217958,Filling Machine 5,586.63,300,2022-01-02 14:35:10.093797,77.44%,2022-01-02 14:09:41.241857,5.73,2022-01-02 13:37:47,9 dagen,4.0,Medium,10,0.74 kg,4455,45,2022-01-02 15:28:40.377085,Herziening vereist,2437,6.16 kg CO2/kg,Geen,5.73 hours,34,3.20%,232.0 kWh,Grinder 2,8843,2024-06-13,4136
Packager 1,Costa Rica,Kritiek,Excelsa,Voldoet,0.34%,2020-03-04,2020-02-05 15:08:34.498941,2020-02-05 16:30:24.169099,Filling Machine 1,441.41,500,2020-02-05 14:53:11.547573,87.65%,2020-02-05 14:29:41.283345,2.83,2020-02-05 13:58:39,13 dagen,1.0,Medium-Donker,onbekend,1.03 kg,3082,40,2020-02-05 16:18:30.579767,Herziening vereist,4078,6.74 kg CO2/kg,Geen,2.83 hours,50,1.00%,221.0 kWh,Grinder 3,5349,,206
Packager 2,Madagascar,Matig,Robusta,Voldoet gedeeltelijk,1.06%,2022-04-19,2022-11-27 20:16:50.125188,2022-11-27 20:56:17.375693,Filling Machine 5,492.2,298,2022-11-27 19:56:41.890859,68.94%,2022-11-27 19:26:42.501689,3.84,2022-11-27 19:03:01,11 dagen,3.0,Medium,6,1.03 kg,5664,43,2022-11-27 20:30:16.680805,Herziening vereist,1989,5.47 kg CO2/kg,Geen,3.84 hours,79,3.44%,320.0 kWh,Grinder 3,6560,2022-12-15,6003
Packager 1,Nicaragua,Laag,Arabica,Voldoet niet,0.56%,2023-11-01,2022-06-09 15:53:31.464120,2022-06-09 16:49:34.462857,Filling Machine 5,449.51,500,2022-06-09 15:34:01.692295,82.26%,2022-06-09 15:09:37.723186,2.99,2022-06-09 14:47:22,12 dagen,4.0,Medium,7,1.26 kg,8876,73,2022-06-09 15:59:33.359169,Goedgekeurd,2771,2.10 kg CO2/kg,Geen,???,60,1.29%,209.0 kWh,Grinder 4,8373,2024-09-03,5065
Packager 3,India,Zeer Hoog,Arabica,Voldoet,0.82%,2021-12-28,2023-05-21 21:09:42.703533,2023-05-21 22:48:12.888737,Filling Machine 5,454.51,500,2023-05-21 20:48:50.815671,73.88%,2023-05-21 20:25:44.461613,3.09,2023-05-21 20:15:27,14 dagen,5.0,Medium-Donker,6,1.00 kg,6412,39,2023-05-21 22:24:44.440522,Afgekeurd,7432,5.69 kg CO2/kg,Uitstekende kwaliteit,3.09 hours,94,3.53%,305.0 kWh,Grinder 5,4684,2022-12-18,6996
Packager 3,Ecuador,Matig,Robusta,Voldoet,0.74%,2020-09-28,2023-08-26 00:31:51.272303,2023-08-26 02:28:45.574667,Filling Machine 3,445.95,200,2023-08-26 00:16:15.282847,77.09%,2023-08-25 23:45:49.080084,2.92,2023-08-25 23:35:02,11 dagen,,Licht,5,0.97 kg,4543,68,2023-08-26 01:54:41.480985,Afgekeurd,1903,9.11 kg CO2/kg,Geen,2.92 hours,85,1.82%,255.0 kWh,Grinder 5,3147,2021-02-10,7491
Packager 4,Costa Rica,Hoog,Robusta,Voldoet,1.58%,2023-12-13,2021-04-20 08:01:06.583244,2021-04-20 09:35:21.403732,Filling Machine 3,593.74,298,2021-04-20 07:49:24.944781,78.71%,2021-04-20 07:21:43.220883,5.87,2021-04-20 07:02:22,16 dagen,9.0,Donker,7,1.31 kg,9234,43,2021-04-20 09:24:54.418719,Goedgekeurd,9397,4.26 kg CO2/kg,Geen,5.87 hours,41,1.94%,279.0 kWh,Grinder 2,2616,2024-09-02,2671
Packager 1,Thailand,Laag,Arabica,Voldoet,1.30%,2022-12-29,2023-09-02 20:10:55.767831,2023-09-02 21:28:00.373622,Filling Machine 4,525.93,300,2023-09-02 19:55:27.404794,87.39%,2023-09-02 19:22:29.213761,4.52,2023-09-02 19:19:06,18 dagen,2.0,Medium-Donker,6,0.90 kg,1298,39,2023-09-02 21:01:31.200314,Goedgekeurd,8155,5.24 kg CO2/kg,Geen,4.52 hours,41,0.91%,onbekend,Grinder 2,3434,2023-02-26,7535
Packager 5,Nicaragua,Kritiek,Arabica,Voldoet,0.07%,2022-09-03,2023-11-09 04:41:02.076536,2023-11-09 05:40:20.967072,Filling Machine 2,500.13,300,2023-11-09 04:28:45.279929,81.56%,2023-11-09 03:49:28.099696,4.0,2023-11-09 03:20:54,5 dagen,4.0,Licht,3,0.63 kg,2845,23,2023-11-09 05:21:22.046374,Afgekeurd,5516,4.69 kg CO2/kg,Geen,4.00 hours,52,1.88%,224.0 kWh,Grinder 4,3892,2023-06-02,7906
Packager 3,Guatemala,Hoog,Arabica,Voldoet,1.02%,2020-05-03,2021-06-09 07:26:05.861737,2021-06-09 08:46:15.134632,Filling Machine 3,541.59,200,2021-06-09 07:14:26.241781,63.66%,2021-06-09 06:28:19.586777,4.83,2021-06-09 06:05:38,7 dagen,7.0,Medium,9,1.02 kg,503,45,2021-06-09 08:22:02.940271,Afgekeurd,3006,6.90 kg CO2/kg,Herziening vereist,-2 hours,43,2.32%,270.0 kWh,Grinder 3,9243,2020-06-07,2933
Packager 2,Peru,Laag,Arabica,Voldoet gedeeltelijk,0.42%,2023-11-25,2020-08-11 23:39:04.884414,2020-08-12 01:14:05.183999,Filling Machine 1,500.0,400,2020-08-11 23:17:05.689179,61.50%,2020-08-11 22:47:32.011661,4.0,2020-08-11 22:16:19,6 dagen,5.0,Medium,2,1.20 kg,7502,85,2020-08-12 00:44:25.641304,Goedgekeurd,7841,6.24 kg CO2/kg,Uitstekende kwaliteit,4.00 hours,52,3.55%,285.0 kWh,Grinder 2,3607,2024-07-28,1206
Onbekend apparaat,Nicaragua,Hoog,Arabica,Voldoet gedeeltelijk,1.23%,2020-12-01,2023-02-28 08:33:29.642022,2023-02-28 09:45:48.522628,Filling Machine 5,458.03,400,2023-02-28 08:30:01.459849,86.69%,2023-02-28 07:53:49.897790,3.16,2023-02-28 07:31:08,19 dagen,3.0,Medium,7,1.06 kg,7423,41,2023-02-28 09:23:26.271958,Herziening vereist,4939,,Geen,3.16 hours,67,0.00%,224.0 kWh,Grinder 4,9470,2021-04-02,6549
Packager 2,Panama,Zeer Hoog,Robusta,Voldoet,1.09%,2023-10-16,0000-00-00 00:00:00,2020-09-26 03:37:57.610421,Filling Machine 5,485.43,100,2020-09-26 01:04:21.064819,88.50%,2020-09-26 00:47:24.062370,3.71,2020-09-26 00:27:07,11 dagen,,Medium,5,0.63 kg,3797,52,2020-09-26 02:42:43.004919,Afgekeurd,6979,8.11 kg CO2/kg,Geen,3.71 hours,37,1.88%,488.0 kWh,Grinder 1,571,2024-09-05,1471
Packager 1,Thailand,Hoog,Arabica,Voldoet,0.92%,2022-10-16,2022-11-06 05:56:02.796440,2022-11-06 08:01:10.531215,Filling Machine 2,478.24,200,2022-11-06 05:48:06.088834,63.74%,2022-11-06 05:13:42.177858,3.56,2022-11-06 04:49:50,9 dagen,3.0,Donker,4,1.18 kg,4370,35,2022-11-06 07:19:02.973927,Goedgekeurd,4990,6.76 kg CO2/kg,Herziening vereist,3.56 hours,58,0.48%,185.0 kWh,Grinder 4,3498,2023-05-01,5886
Packager 1,Brazilië,Laag,Liberica,Voldoet niet,1.31%,2022-07-05,2021-09-30 18:39:21.861612,2021-09-30 19:55:46.527950,Filling Machine 5,505.05,300,2021-09-30 18:20:43.589547,78.54%,2021-09-30 17:45:48.696457,2.62,2021-09-30 17:17:43,6 dagen,,Medium-Donker,8,1.25 kg,3221,32,2021-09-30 19:36:34.295655,Goedgekeurd,5716,,Geen,2.62 hours,39,1.50%,177.0 kWh,Grinder 5,2736,2023-06-04,3599
Packager 5,Zambia,Hoog,Excelsa,Voldoet,2.00%,2020-08-03,2023-11-02 13:30:17.834138,2023-11-02 15:29:37.465239,Filling Machine 4,563.29,500,2023-11-02 13:06:10.050465,82.55%,2023-11-02 12:30:12.551299,5.27,2023-11-02 12:00:19,5 dagen,6.0,Medium-Donker,8,1.02 kg,4873,40,2023-11-02 14:48:38.980298,Afgekeurd,8063,7.57 kg CO2/kg,Geen,5.27 hours,48,2.42%,160.0 kWh,Grinder 4,4290,2021-03-15,7874
Packager 4,Zambia,Laag,Robusta,Voldoet,1.01%,2022-08-16,2021-08-24 14:07:29.656887,2021-08-24 15:44:18.178119,Filling Machine 2,482.17,100,2021-08-24 13:50:32.275515,85.18%,2021-08-24 13:21:40.765889,3.64,2021-08-24 12:50:55,16 dagen,2.0,Licht,3,1.03 kg,5530,15,2021-08-24 15:03:33.600124,Goedgekeurd,4849,8.30 kg CO2/kg,Geen,3.64 hours,47,2.40%,265.0 kWh,Grinder 2,2203,2023-03-27,3387
Packager 3,Honduras,Kritiek,Arabica,Voldoet niet,1.07%,2021-03-26,2021-05-15 06:23:13.513844,2021-05-15 08:24:18.957227,Filling Machine 3,440.05,500,2021-05-15 06:09:45.857962,69.11%,2021-05-15 05:32:55.523513,2.8,2021-05-15 05:01:56,18 dagen,2.0,Medium,7,1.17 kg,243,43,2021-05-15 07:37:27.955915,Afgekeurd,9874,3.80 kg CO2/kg,Geen,2.80 hours,39,1.51%,409.0 kWh,Grinder 1,1171,2021-05-15,2802
Packager 2,Madagascar,Matig,Robusta,Voldoet gedeeltelijk,0.01%,2022-02-18,2020-06-28 08:09:47.541371,2020-06-28 09:40:57.335562,Filling Machine 2,455.02,100,2020-06-28 07:53:38.305660,66.07%,2020-06-28 07:44:34.632237,3.1,2020-06-28 07:33:46,19 dagen,4.0,Medium,5,1.36 kg,3089,70,2020-06-28 09:18:57.363358,Afgekeurd,8809,5.99 kg CO2/kg,Geen,3.10 hours,16,1.31%,abc kWh,Grinder 5,6324,2023-01-18,981
